book_title,author,ratings,avg_rating,book_image,book_url
Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,Jason K. Stearns,"5,226",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328757755i/10046142.jpg,https://www.goodreads.com/book/show/10046142-dancing-in-the-glory-of-monsters
Small Giants: Companies That Choose to Be Great Instead of Big,Bo Burlingham,"5,294",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347565489i/100467.jpg,https://www.goodreads.com/book/show/100467.Small_Giants
"Jack, the Giant Killer",Charles de Lint,"1,755",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553446668i/100475.jpg,https://www.goodreads.com/book/show/100475.Jack_the_Giant_Killer
Ecoart! Earth Friendly Art,Laurie Winn Carlson,36,3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349055402i/1004858.jpg,https://www.goodreads.com/book/show/1004858.Ecoart_Earth_Friendly_Art
Girls in White Dresses,Jennifer Close,"36,076",3.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320442277i/10047589.jpg,https://www.goodreads.com/book/show/10047589-girls-in-white-dresses
The Sea of Trolls,Nancy Farmer,"16,032",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389840959i/100476.jpg,https://www.goodreads.com/book/show/100476.The_Sea_of_Trolls
The Trolls,Polly Horvath,"1,132",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312001124i/100477.jpg,https://www.goodreads.com/book/show/100477.The_Trolls
Troll: A Love Story,Johanna Sinisalo,"5,534",3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328822266i/100485.jpg,https://www.goodreads.com/book/show/100485.Troll
Dark Souls,Paula Morris,"3,334",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330031299i/10048876.jpg,https://www.goodreads.com/book/show/10048876-dark-souls
El club de los corazones solitarios,Elizabeth Eulberg,"27,837",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1294586440i/10048815.jpg,https://www.goodreads.com/book/show/10048815-el-club-de-los-corazones-solitarios
The Arrow Over the Door,Joseph Bruchac,617,3.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358996046i/1004967.jpg,https://www.goodreads.com/book/show/1004967.The_Arrow_Over_the_Door
Troll Mill,Katherine Langrish,804,3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323185614i/100491.jpg,https://www.goodreads.com/book/show/100491.Troll_Mill
"Dearly, Departed",Lia Habel,"10,586",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358273477i/10048874.jpg,https://www.goodreads.com/book/show/10048874-dearly-departed
The Single Girl's To-Do List,Lindsey Kelk,"14,256",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327955203i/10049436.jpg,https://www.goodreads.com/book/show/10049436-the-single-girl-s-to-do-list
Defiant Dancer,K.M. Tolan,7,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1702049445i/10049751.jpg,https://www.goodreads.com/book/show/10049751-defiant-dancer
The Thirteenth Princess,Diane Zahler,"6,339",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348722012i/10049274.jpg,https://www.goodreads.com/book/show/10049274-the-thirteenth-princess
Torn from Troy,Patrick Bowman,297,3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337319519i/10049854.jpg,https://www.goodreads.com/book/show/10049854-torn-from-troy
Pocket-47,Jude Hardin,657,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347248246i/10046535.jpg,https://www.goodreads.com/book/show/10046535-pocket-47
"Ja, Inkwizytor. Dotyk Zła",Jacek Piekara,"1,380",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293554135i/10050386.jpg,https://www.goodreads.com/book/show/10050386-ja-inkwizytor-dotyk-z-a
Think and Grow Rich,Napoleon Hill,"345,249",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388177008i/1005.jpg,https://www.goodreads.com/book/show/1005.Think_and_Grow_Rich
"Youth in Revolt: The Journals of Nick Twisp, Book One",C.D. Payne,"9,651",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519482466i/10050.jpg,https://www.goodreads.com/book/show/10050.Youth_in_Revolt
"Au Revoir, Crazy European Chick",Joe Schreiber,"4,984",3.59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344947017i/10051706.jpg,https://www.goodreads.com/book/show/10051706-au-revoir-crazy-european-chick
The Best of the Nebulas,Ben Bova,108,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266693812i/1005242.jpg,https://www.goodreads.com/book/show/1005242.The_Best_of_the_Nebulas
Uncle John's Bathroom Reader Tunes into TV,Bathroom Readers' Institute,237,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328739592i/10055668.jpg,https://www.goodreads.com/book/show/10055668-uncle-john-s-bathroom-reader-tunes-into-tv
Falls The Shadow,William Lashner,642,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441316600i/1005332.jpg,https://www.goodreads.com/book/show/1005332.Falls_The_Shadow
Genetic Attraction,Tara Lain,504,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293587658i/10054144.jpg,https://www.goodreads.com/book/show/10054144-genetic-attraction
The Innovator's DNA: Mastering the Five Skills of Disruptive Innovators,Jeffrey H. Dyer,"4,534",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332425017i/10054210.jpg,https://www.goodreads.com/book/show/10054210-the-innovator-s-dna
The Tenderfoot Bride,Cheryl St. John,"1,982",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328301786i/10055608.jpg,https://www.goodreads.com/book/show/10055608-the-tenderfoot-bride
Rules of Civility,Amor Towles,"247,705",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311705045i/10054335.jpg,https://www.goodreads.com/book/show/10054335-rules-of-civility
Road to Purgatory,Max Allan Collins,343,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431840402i/1005582.jpg,https://www.goodreads.com/book/show/1005582.Road_to_Purgatory
A Maid of Kirin,Simon  Halliday,2,5.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391663813i/10058925.jpg,https://www.goodreads.com/book/show/10058925-a-maid-of-kirin
Zijn er kanalen in Aalst?,Herman Brusselmans,298,3.42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1692468320i/1006047.jpg,https://www.goodreads.com/book/show/1006047.Zijn_er_kanalen_in_Aalst_
Basil of Baker Street,Eve Titus,"2,564",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327947545i/1005680.jpg,https://www.goodreads.com/book/show/1005680.Basil_of_Baker_Street
The Shrinking of Treehorn,Florence Parry Heide,"1,318",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347636192i/1005587.jpg,https://www.goodreads.com/book/show/1005587.The_Shrinking_of_Treehorn
Flags of Our Fathers,James D. Bradley,"61,905",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923564i/10058.jpg,https://www.goodreads.com/book/show/10058.Flags_of_Our_Fathers
Turn It Up,Vivian Arend,909,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327895293i/10059141.jpg,https://www.goodreads.com/book/show/10059141-turn-it-up
The Midwife's Confession,Diane Chamberlain,"43,471",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323870279i/10059498.jpg,https://www.goodreads.com/book/show/10059498-the-midwife-s-confession
Love and Other Possible Pursuits,Ayelet Waldman,"3,863",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347806792i/1005993.jpg,https://www.goodreads.com/book/show/1005993.Love_and_Other_Possible_Pursuits
Pleasures Untold,Lisa Sanchez,188,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293936703i/10060012.jpg,https://www.goodreads.com/book/show/10060012-pleasures-untold
Ex-schrijver,Herman Brusselmans,446,3.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1197044879i/1006052.jpg,https://www.goodreads.com/book/show/1006052.Ex_schrijver
Ex-minnaar,Herman Brusselmans,376,3.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463519858i/1006050.jpg,https://www.goodreads.com/book/show/1006050.Ex_minnaar
Teodora e o Livro dos Feitiços,Luísa Fortes da Cunha,61,3.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293650459i/10061975.jpg,https://www.goodreads.com/book/show/10061975-teodora-e-o-livro-dos-feiti-os
Velveteen & Mandala,Jiro Matsumoto,198,3.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325353183i/10060596.jpg,https://www.goodreads.com/book/show/10060596-velveteen-mandala
Ex-drummer,Herman Brusselmans,"1,593",3.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472393546i/1006061.jpg,https://www.goodreads.com/book/show/1006061.Ex_drummer
Ulisses,Maria Alberta Menéres,"3,096",3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293651248i/10062094.jpg,https://www.goodreads.com/book/show/10062094-ulisses
Privileged Witness,Rebecca Forster,"2,562",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1302163553i/10062837.jpg,https://www.goodreads.com/book/show/10062837-privileged-witness
Always Something There to Remind Me,Beth Harbison,"8,952",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317067468i/10060733.jpg,https://www.goodreads.com/book/show/10060733-always-something-there-to-remind-me
The Universe in a Single Atom: The Convergence of Science and Spirituality,Dalai Lama XIV,"9,587",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320558690i/100629.jpg,https://www.goodreads.com/book/show/100629.The_Universe_in_a_Single_Atom
A Touch of Crimson,Sylvia Day,"9,824",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1477946620i/10063343.jpg,https://www.goodreads.com/book/show/10063343-a-touch-of-crimson
Rosshalde,Hermann Hesse,"5,536",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387349007i/10064.jpg,https://www.goodreads.com/book/show/10064.Rosshalde
Wayside School Is Falling Down,Louis Sachar,"60,706",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405055796i/10065.jpg,https://www.goodreads.com/book/show/10065.Wayside_School_Is_Falling_Down
The Secret War,Matt Myklusch,"4,721",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325660465i/10065348.jpg,https://www.goodreads.com/book/show/10065348-the-secret-war
K-Pax,Gene Brewer,"3,388",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389316558i/1006596.jpg,https://www.goodreads.com/book/show/1006596.K_Pax
Crank Trilogy,Ellen Hopkins,"2,403",4.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328301953i/10065610.jpg,https://www.goodreads.com/book/show/10065610-crank-trilogy
A Queer History of the United States,Michael Bronski,"3,014",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348187712i/10065595.jpg,https://www.goodreads.com/book/show/10065595-a-queer-history-of-the-united-states
50 Jobs in 50 States: One Man's Journey of Discovery Across America (BK Life,Daniel Seddiqui,198,3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328740223i/10066123.jpg,https://www.goodreads.com/book/show/10066123-50-jobs-in-50-states
The Girls' Book 3: Even More Ways To Be The Best At Everything,Tracey Turner,56,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347782367i/10069177.jpg,https://www.goodreads.com/book/show/10069177-the-girls-book-3
In the Forests of the Night,Kersten Hamilton,880,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1299532177i/10066415.jpg,https://www.goodreads.com/book/show/10066415-in-the-forests-of-the-night
Any Given Sunday,Mari Carr,"1,482",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566159754i/10066825.jpg,https://www.goodreads.com/book/show/10066825-any-given-sunday
When the Dancing Stops,Therese Szymanski,38,3.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352810411i/1006942.jpg,https://www.goodreads.com/book/show/1006942.When_the_Dancing_Stops
Porcupette Finds a Family,Vanita Oelschlager,152,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328762558i/10066963.jpg,https://www.goodreads.com/book/show/10066963-porcupette-finds-a-family
Space,Stephen Baxter,"5,220",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171468837i/100682.jpg,https://www.goodreads.com/book/show/100682.Space
Inside WikiLeaks: My Time with Julian Assange at the World's Most Dangerous Website,Daniel Domscheit-Berg,"1,263",3.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320553487i/10068893.jpg,https://www.goodreads.com/book/show/10068893-inside-wikileaks
The Game-Players of Titan,Philip K. Dick,"4,843",3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374684590i/100692.jpg,https://www.goodreads.com/book/show/100692.The_Game_Players_of_Titan
The Titans,John Jakes,"5,566",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386920176i/100720.jpg,https://www.goodreads.com/book/show/100720.The_Titans
The Starfollowers of Coramonde,Brian Daley,454,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1272906875i/1007332.jpg,https://www.goodreads.com/book/show/1007332.The_Starfollowers_of_Coramonde
Avielle of Rhia,Dia Calhoun,547,3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359298799i/1007276.jpg,https://www.goodreads.com/book/show/1007276.Avielle_of_Rhia
Legacy,Cayla Kluver,"6,974",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1301841400i/10072160.jpg,https://www.goodreads.com/book/show/10072160-legacy
Fall of the White Ship Avatar,Brian Daley,393,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1262125610i/1007336.jpg,https://www.goodreads.com/book/show/1007336.Fall_of_the_White_Ship_Avatar
A Long Way Down,Nick Hornby,"89,442",3.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467861525i/10073.jpg,https://www.goodreads.com/book/show/10073.A_Long_Way_Down
The Doomfarers of Coramonde,Brian Daley,"1,092",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348687643i/1007334.jpg,https://www.goodreads.com/book/show/1007334.The_Doomfarers_of_Coramonde
"The Books of Magic, Volume 6: The Burning Girl",John Ney Rieber,877,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308885112i/100742.jpg,https://www.goodreads.com/book/show/100742.The_Books_of_Magic_Volume_6
The Fabulous Girls' Book: Discover the Secret of Being Fabulous,Veena Bhairo-Smith,130,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347744158i/10073853.jpg,https://www.goodreads.com/book/show/10073853-the-fabulous-girls-book
"Tinker, Tailor, Soldier, Spy",John Le Carré,"97,844",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349070201i/10073506.jpg,https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy
